"","data_name","xmin","xmax","ymin","ymax"
"1","SC_Public_Water_Access",-83.3457352428726,-78.617466384203,32.1056215756427,35.1503129595532
"2","SCDNR_Managed_Lands_Public_Viewer",-83.3530444769873,-78.6440640408277,32.0509619788973,35.1779993484951
"3","SC_No_Wake_Zones",-84.1808217014811,-75.4700476962802,33.8539849740601,36.5437417293792
"4","NC_ITP_Management_Areas",-78.5923462542535,-75.4596462198448,33.8407139343709,36.5499702536122
"5","NCDWR_Regional_Office_Areas",-84.3216148824971,-75.4599790987152,33.8343619478489,36.5884075701023
"6","SC_BeachfrontSetback2018_FINAL",-80.8764588097003,-78.5644878278881,32.0820976767393,33.8516639144458
"7","SC_BeachfrontBaseline2018_FINAL",-80.8767988663369,-78.5644204778826,32.081937890534,33.8515583304215
"8","NC_Coastal_Joint_Inland_Waters",-78.8647107543457,-75.3986591894853,33.7842505812889,36.5519857054756
"9","NPS_National_Register_of_Historic_Places_Polygons",-177.398619648394,177.710845571288,-14.3285819372254,70.4225236409237
"10","SC_Beaches",-80.8292959220133,-78.6022646052747,32.1078932941572,33.8442427802181
"11","NCHPOpoints",-84.3028048862141,-75.466325602171,33.8457736496066,36.5794343757266
"12","SC_Beach_Access_Points",-80.7639861155355,-78.6032021441596,32.1371441555864,33.8403545003518
"13","SC_Marinas_with_Pumpout_Stations",-82.947905164281,-78.6180074924961,32.1326078009531,35.1010721532718
"14","NCHPO_NR_SL_DOE_Boundaries",-84.4440357985085,-75.4621734151228,33.8447222490574,36.7484283829906
"15","NC_Local_District_Boundaries",-82.5742088373036,-76.2178331081926,33.9965101547758,36.501051240087
"16","NC_Pumpout_Locations",-78.4725604688559,-75.624111602183,33.8758780729599,36.3492067066252
"17","NC_RCCP_Communities_AllPhases",-78.5738666965086,-75.626578225172,33.8591758510143,36.5009772666168
"18","NCDCM_Beach_and_Waterfront_Access",-78.5162652153717,-75.466362361284,33.8454802651595,36.5388754116339
"19","NCDWR_Fish_Community_Assessment_Locations",-84.280175747819,-76.5339280166598,33.949993315015,36.5578528528907
"20","NC_Boating_Access_Areas",-84.1800895015157,-75.4697213971631,33.8823251367221,36.5426967550155
"21","NC_CleanMarina",-78.0364446664075,-75.6219113101009,33.8756293166912,36.3492067068122
"22","NC_Coastal_Plain_Paddle_Trails",-79.4426326283296,-75.8611929114658,33.8535678430632,36.5504045276578
"23","NC_DEQ_s_Potentially_Underserved_Block_Groups_2019",-84.3218209998607,-75.4599519997038,33.8343640002751,36.5881370000632
"24","Spawning_SMZs_po",-82.3402833332582,-76.4632981439666,24.3488666663722,33.883993267096
"25","Spanish_mackerel_migratory_grp_zones",-97.2114697367591,-67.3212005099279,23.8179440104773,41.2361090912233
"26","SMZ_po",-81.2899968350177,-78.4016645881427,25.6886623329494,33.7016603703886
"27","shrimp_AA_all_po",-80.1583333329249,-79.7205555298004,26.3155556027292,30.1083333335612
"28","SeaBass_potid",-81.3993432127641,-71.4001363620336,28.5849999999267,35.2531669999398
"29","SCDNROyster2015Live",-80.9373595630366,-78.5312500739999,32.0400289125052,33.8862477711801
"30","SC_Shellfish_Management_Areas",-80.9799533870975,-78.5303407391878,32.0470176837878,33.9053372581081
"31","SC_Shellfish_Harvest_Classifications",-80.9627120804164,-78.5434271647728,32.0470183295466,33.8882319068143
"32","SC_Official_Trawl_Area_Boundaries",-80.9103302278094,-78.496226551717,31.9948038653429,33.8515302985714
"33","SC_Monitoring_Stations_Shellfish",-80.9487101419124,-78.5488477895658,32.0500003285764,33.8597330460788
"34","SC_MariculturePermitData_Public",-81.0097423396336,-78.5678289649114,32.0481966550621,33.8618462112477
"35","SAFMC_EFH_HAPC",-87.4260171087578,-74.4999986695191,24.2999966522465,36.3956606168881
"36","SAFMC_EFH",-82.9891180681261,-73.75950506297,24.2163330635588,36.654624864757
"37","SAFMC_AGO_Spawning_SMZs",-82.3402967311887,-76.4632981444013,24.3488957189665,33.8839932663725
"38","SA_shrimp_cold_weather_po",-83.0000000003035,-71.3713285791095,23.8179440373205,36.5502779996989
"39","SA_EEZ_off_states",-83.0000000003035,-71.3713285791095,23.8179440373205,36.5502779996989
"40","PelagicLL_Charleston",-81.3501717192115,-75.9999982793646,30.9999939219231,33.9999932840587
"41","pelagic_sargassum_hab_and_season",-82.9999999010838,-71.3713284433933,23.8179440104773,36.5502706595035
"42","octocoral",-81.3993432127641,-71.3713284433933,28.584994528044,36.5502706595035
"43","NC_WeighStation",-78.4661610857988,-75.4614443609203,33.8924073258455,36.3649717016399
"44","NC_TrawlNetsProhibited",-77.9987602165954,-75.4662349143466,33.8532053351651,36.550556270769
