"","data_name","xmin","xmax","ymin","ymax"
"1","Bathymetry_Contours",-179.977296471506,179.984897867927,-17.5414207998875,74.6804396193439
"2","Coastal_Populated_Place",-176.658039705703,145.785482256849,-14.3809978339324,71.2905559353096
"3","Federal_and_State_Waters",-179.999999999677,179.999999999931,-17.5550068257144,74.7088405733936
"4","Coastal_States",-179.231086000579,179.859680999982,-14.6018130003553,71.4397860001249
"5","Coastal_Counties",-179.231086000579,179.859680999982,-14.6018130003553,71.4397860001249
"6","Federal_Statute_2023_06_26",-180.000000000045,179.9999999998,-17.5550068264793,74.7088405733936
"7","Indian_Land",-131.666946804258,-67.036125459596,25.741516095331,55.2939752045696
"8","Aliquots_Atlantic",-82.9998441195676,-66.9108424364837,23.8179234000095,44.7690226586347
"9","BOEM_Wind_Planning_Area_Outlines_8_30_2023",-158.663606440343,-67.2803570128763,20.7765099146388,44.2480259741788
"10","BOEM_Wind_Planning_Areas_10_06_2023",-158.663606440343,-67.2803570128763,20.7765099146388,44.2480259741788
"11","BOEM_Wind_Leases_9_27_2023",-124.811546860946,-70.0215489997178,29.0281089996578,41.5558736236968
"12","BOEM_Wind_Lease_Outlines_9_27_2023",-124.811546860946,-70.0215489997178,29.0281089996578,41.5558736236968
"13","Offshore_Oil_Gas_Resource_Potential",-179.468792850444,-65.7318987666771,23.8179192486459,73.6801469173476
"14","Coastal_Energy_Facilities",-171.712439000798,171.448819000285,18.9742000002602,71.2920000000193
"15","Substations",-124.611367874575,-64.9256366178831,17.9473913885493,48.9795027590368
"16","ATL_Sand_Aliquots_2023_10_09",-81.3993434121287,-69.7141596968743,25.6568096200907,43.663972046449
"17","Lease_Areas_2023_10_09",-93.6098779670789,-74.0459237002426,25.6804811526575,39.6881663998317
"18","Beach_Nourishment",-165.431283901077,-69.9326128154594,20.907665675631,64.4977011950627
"19","Surficial_Sediment_Classification",-179.982315403736,179.935270967255,-14.3735205513964,73.0634625941596
"20","Ocean_Disposal_Site",-170.6641021654,145.730256575079,-14.4251173304442,64.5003423985963
"21","Coastal_Critical_Habitat_Designations",-179.999996246312,179.994597043152,13.6397040473201,70.3333644331835
"22","EFH_HMS",-129.16364033038,-63.8722828182421,14.9247369867118,48.3937656026032
"23","CetMap_BIA_WGS84",-179.726937755781,-66.1924914199238,18.5915062054846,72.2650567525415
